,ANO,REGIAO,UF,MUNICIPIO,AREA,DEPENDENCIA_ADM,LOCALIZACAO,NOTA_LP,NOTA_MT,SEXO,RACA_COR,MES_NASC,ANO_NASC,COMPUTADOR,ESC_MAE,ESC_PAI,USO_TEMPO_TELAS,AFAZERES_DOM,TRABALHO,PERSPECTIVAS
910,2017,Nordeste,PI,2207850,Interior,Estadual,Urbana,234.417038,195.952215,Feminino,Branca,Outubro,2002,"Sim, dois",Não sei,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Entre 1 e 2 horas,Entre 1 e 2 horas,Não,Somente continuar estudando
911,2017,Sudeste,MG,3138401,Interior,Municipal,Urbana,373.39968700000003,320.13160899999997,Feminino,Branca,Julho,2002,Não tem,"Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
912,2017,Sudeste,SP,3550308,Capital,Estadual,Urbana,250.092477,274.00126800000004,Masculino,Parda,Junho,2003,"Sim, um",Não sei,Não sei,Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
914,2017,Sul,PR,4106902,Capital,Estadual,Urbana,248.399734,273.10112200000003,Masculino,Branca,Maio,2002,"Sim, dois",Não sei,Não sei,Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
915,2017,Sudeste,RJ,3304557,Capital,Municipal,Urbana,263.237643,232.802195,Feminino,Parda,Setembro,2002,"Sim, um",Não completou o 5.º ano do Ensino Fundamental,"Completou a 8.ª série/9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Mais de 2 horas, até 3 horas",Menos de 1 hora,Não,Continuar estudando e trabalhar
916,2017,Norte,AM,1302603,Capital,Estadual,Urbana,247.756023,191.55466299999998,Masculino,Não quero declarar,Março,2003,"Sim, três","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Não faço trabalhos domésticos,Não,Ainda não sei
917,2017,Norte,TO,1722081,Interior,Estadual,Urbana,245.86527400000003,229.023538,Feminino,Parda,Maio,2001,"Sim, um","Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Nunca estudou,Mais de 3 horas,"Mais de 2 horas, até 3 horas",Não,Somente continuar estudando
918,2017,Nordeste,BA,2914901,Interior,Municipal,Urbana,228.580888,253.894562,Masculino,Preta,Junho,2002,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Não sei,"Mais de 2 horas, até 3 horas",Não faço trabalhos domésticos,Não,Continuar estudando e trabalhar
919,2017,Nordeste,PI,2211001,Capital,Estadual,Urbana,277.608527,328.241866,Masculino,Preta,Agosto,2000,"Sim, um","Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio",Não sei,"Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
920,2017,Sudeste,SP,3550308,Capital,Estadual,Urbana,214.612407,223.798276,Masculino,Parda,Agosto,2002,Não tem,Não sei,Não sei,"Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Ainda não sei
921,2017,Sudeste,SP,3554102,Interior,Municipal,Urbana,208.454511,168.8901,Masculino,Preta,Agosto,2002,"Sim, dois",Não completou o 5.º ano do Ensino Fundamental,Não completou a 4.ª série/5.º ano do Ensino Fundametal,Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
922,2017,Sudeste,RJ,3300704,Interior,Estadual,Urbana,155.701074,225.016505,Masculino,Parda,Outubro,2002,"Sim, um","Completou o Ensino Médio, mas não completou a Faculdade",Completou a Faculdade,Mais de 3 horas,Não faço trabalhos domésticos,Não,Ainda não sei
923,2017,Nordeste,CE,2310902,Interior,Municipal,Rural,264.173845,295.818335,Masculino,Branca,Dezembro,2002,"Sim, um",Não sei,Não sei,Entre 1 e 2 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
924,2017,Norte,PA,1504208,Interior,Municipal,Urbana,275.332179,270.470158,Feminino,Parda,Maio,2002,Não tem,"Completou o Ensino Médio, mas não completou a Faculdade",Não sei,"Mais de 2 horas, até 3 horas",Menos de 1 hora,Não,Somente continuar estudando
925,2017,Centro-Oeste,DF,5300108,Capital,Estadual,Urbana,328.236683,315.0144430000001,Masculino,Parda,Outubro,2002,"Sim, dois","Completou o Ensino Médio, mas não completou a Faculdade","Completou o Ensino Médio, mas não completou a Faculdade",Mais de 3 horas,Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
927,2017,Centro-Oeste,MS,5004700,Interior,Estadual,Urbana,265.20657,246.17885,Feminino,Parda,Junho,2002,"Sim, dois","Completou o 9.º ano do Ensino Fundamental, mas não completou o Ensino Médio","Completou a 4.ª série/5.º ano, mas não completou a 8.ª série/9.º ano do Ensino Fundamental",Menos de 1 hora,"Mais de 2 horas, até 3 horas",Não,Continuar estudando e trabalhar
928,2017,Nordeste,PI,2200707,Interior,Estadual,Urbana,199.972998,211.829605,Feminino,Parda,Outubro,2000,Não tem,Não completou o 5.º ano do Ensino Fundamental,Não completou a 4.ª série/5.º ano do Ensino Fundametal,"Mais de 2 horas, até 3 horas",Entre 1 e 2 horas,Não,Continuar estudando e trabalhar
929,2017,Sudeste,SP,3550308,Capital,Estadual,Urbana,337.208912,298.84496,Masculino,Branca,Julho,2001,"Sim, um",Não sei,Não sei,Mais de 3 horas,Menos de 1 hora,Não,Continuar estudando e trabalhar
930,2017,Nordeste,CE,2302800,Interior,Municipal,Urbana,339.198774,329.454338,Feminino,Amarela,Julho,2001,Não tem,"Completou o 5.º ano, mas não completou o 9.º ano do Ensino Fundamental",Não sei,Entre 1 e 2 horas,Não faço trabalhos domésticos,Não,Somente continuar estudando
